timestamp,time for refresh
2020-02-16_1300,0:02:02.711234
2020-02-16_1400,0:02:02.626095
2020-02-16_1500,0:02:02.216072
2020-02-16_1600,0:02:02.713159
2020-02-16_1700,0:02:02.417565
2020-02-16_1800,0:02:03.070214
2020-02-16_1900,0:02:03.624108
2020-02-17_0000,0:02:02.083053
2020-02-17_0100,0:02:02.049016
2020-02-17_0200,0:02:02.130479
2020-02-17_0300,0:02:02.071048
2020-02-17_0400,0:02:02.466461
2020-02-17_0500,0:02:02.135029
2020-02-17_0600,0:02:02.221573
2020-02-17_0700,0:02:02.163050
2020-02-17_0800,0:02:02.263212
2020-02-17_0900,0:02:02.137181
2020-02-17_1000,0:02:02.669092
2020-02-17_1100,0:02:02.074308
2020-02-17_1200,0:02:02.705181
2020-02-17_1300,0:02:02.402978
2020-02-17_1400,0:02:02.503962
2020-02-17_1500,0:02:02.901476
2020-02-17_1600,0:02:03.051240
2020-02-17_1700,0:02:02.217755
2020-02-17_1800,0:02:02.571193
2020-02-17_1900,0:02:02.056462
2020-02-17_2000,0:02:02.380814
2020-02-18_2200,0:02:02.590553
2020-02-18_2300,0:02:02.644389
2020-02-19_0000,0:02:02.531141
2020-02-19_0100,0:02:02.257176
2020-02-19_0200,0:02:02.723272
2020-02-19_0300,0:02:02.186473
2020-02-19_0400,0:02:02.290605
2020-02-19_0500,0:02:02.068604
2020-02-19_0600,0:02:02.804805
2020-02-19_0700,0:02:02.003435
2020-02-19_0800,0:02:01.977097
2020-02-19_0900,0:02:02.306848
2020-02-19_1000,0:02:04.102526
2020-02-19_1100,0:02:02.062395
2020-02-19_1200,0:02:02.670663
2020-02-19_1300,0:02:02.008148
2020-02-19_1400,0:02:03.390847
2020-02-19_1500,0:02:02.551321
2020-02-19_1600,0:02:02.578239
2020-02-19_1700,0:02:02.329134
2020-02-20_0000,0:02:02.983029
2020-02-20_0100,0:02:01.964614
2020-02-20_0200,0:02:02.151621
2020-02-20_0300,0:02:02.077267
2020-02-20_0400,0:02:02.866671
2020-02-20_0500,0:02:02.023977
2020-02-20_0600,0:02:02.587079
2020-02-20_0700,0:02:02.057164
2020-02-20_0800,0:02:02.990118
2020-02-20_0900,0:02:02.412400
2020-02-20_1000,0:02:02.451300
2020-02-20_1100,0:02:02.970143
2020-02-20_1200,0:02:02.158152
2020-02-20_1300,0:02:02.295224
2020-02-20_1400,0:02:03.013213
2020-02-20_1500,0:02:03.816067
2020-02-20_1600,0:02:02.778161
2020-02-20_1700,0:02:02.571311
2020-02-20_1800,0:02:01.911783
2020-02-20_1900,0:02:03.181530
2020-02-20_2000,0:02:02.153099
2020-02-20_2100,0:02:02.427585
2020-02-20_2200,0:02:02.085916
2020-02-21_0000,0:02:02.486491
2020-02-21_0100,0:02:01.948126
2020-02-21_0200,0:02:02.331926
2020-02-21_0300,0:02:02.760372
2020-02-21_0400,0:02:01.968207
2020-02-21_0500,0:02:01.835254
2020-02-21_0600,0:02:01.764348
2020-02-21_0700,0:02:01.761907
2020-02-21_0800,0:02:03.167583
2020-02-21_0900,0:02:02.066494
2020-02-21_1000,0:02:02.927506
2020-02-21_1100,0:02:02.097320
2020-02-21_1200,0:02:02.157447
2020-02-21_1300,0:02:01.817286
2020-02-21_1400,0:02:02.411088
2020-02-21_1500,0:02:02.137734
2020-02-21_1600,0:02:02.498214
2020-02-21_1700,0:02:02.016085
2020-02-21_1800,0:02:02.104415
2020-02-21_1900,0:02:02.154268
2020-02-21_2000,0:02:02.019983
2020-02-21_2100,0:02:02.084097
2020-02-21_2200,0:02:02.208329
2020-02-21_2300,0:02:02.104759
2020-02-22_0000,0:02:02.128001
2020-02-22_0100,0:02:02.388649
2020-02-22_0200,0:02:01.868308
2020-02-22_0300,0:02:02.385612
2020-02-22_0400,0:02:01.963201
2020-02-22_0500,0:02:02.102731
2020-02-22_0600,0:02:01.665434
2020-02-22_0700,0:02:01.643289
2020-02-22_0800,0:02:01.950431
2020-02-22_0900,0:02:01.804367
2020-02-22_1000,0:02:01.776429
2020-02-22_1100,0:02:01.926697
2020-02-22_1200,0:02:02.124461
2020-02-22_1300,0:02:01.972616
2020-02-22_1400,0:02:02.551711
2020-02-22_1500,0:02:02.199542
2020-02-22_1600,0:02:01.904664
2020-02-22_1700,0:02:02.315072
2020-02-22_1800,0:02:02.963101
2020-02-22_1900,0:02:01.959219
2020-02-22_2000,0:02:02.675377
2020-02-22_2100,0:02:02.494816
2020-02-22_2200,0:02:02.839436
2020-02-22_2300,0:02:03.039005
2020-02-23_0000,0:02:02.292143
2020-02-23_0100,0:02:02.292896
2020-02-23_0200,0:02:02.618111
2020-02-23_0300,0:02:02.174189
2020-02-23_0400,0:02:02.271493
2020-02-23_0500,0:02:02.793027
2020-02-23_0600,0:02:02.293852
2020-02-23_0700,0:02:02.823874
2020-02-23_0800,0:02:02.846809
2020-02-23_0900,0:02:01.942865
2020-02-23_1000,0:02:02.222811
2020-02-23_1100,0:02:01.913047
2020-02-23_1200,0:02:02.227750
2020-02-23_1300,0:02:02.857675
2020-02-23_1400,0:02:03.545135
2020-02-23_1500,0:02:03.008791
2020-02-23_1600,0:02:02.219773
2020-02-23_1700,0:02:02.042570
2020-02-23_1800,0:02:02.102108
2020-02-23_1900,0:02:02.313735
2020-02-23_2000,0:02:02.446868
2020-02-23_2100,0:02:02.680392
2020-02-23_2200,0:02:02.148087
2020-02-23_2300,0:02:02.512501
2020-02-24_0000,0:02:02.417067
2020-02-24_0100,0:02:02.855877
2020-02-24_0200,0:02:02.894488
2020-02-24_0300,0:02:02.169878
2020-02-24_0400,0:02:02.247739
2020-02-24_0500,0:02:01.814467
2020-02-24_0600,0:02:02.135536
2020-02-24_0700,0:02:02.204640
2020-02-24_0800,0:02:03.098139
2020-02-24_0900,0:02:02.229899
2020-02-24_1000,0:02:02.218985
2020-02-24_1100,0:02:02.624146
2020-02-24_1200,0:02:02.364758
2020-02-24_1300,0:02:02.762399
2020-02-24_1400,0:02:02.057484
2020-02-24_1500,0:02:02.169391
2020-02-24_1600,0:02:02.250660
2020-02-24_1700,0:02:02.392228
2020-02-24_1800,0:02:02.390548
2020-02-24_1900,0:02:02.096708
2020-02-24_2000,0:02:02.379733
2020-02-24_2100,0:02:02.520648
2020-02-24_2200,0:02:01.893706
2020-02-24_2300,0:02:01.953754
2020-02-25_0000,0:02:02.564673
2020-02-25_0100,0:02:02.544053
2020-02-25_0200,0:02:01.894157
2020-02-25_0300,0:02:02.257385
2020-02-25_0400,0:02:02.257885
2020-02-25_0500,0:02:02.374398
2020-02-25_0600,0:02:02.077653
2020-02-25_0700,0:02:02.539354
2020-02-25_0800,0:02:01.812402
2020-02-25_0900,0:02:02.117350
2020-02-25_1000,0:02:02.262575
2020-02-25_1100,0:02:02.295571
2020-02-25_1200,0:02:02.276632
2020-02-25_1300,0:02:01.984887
2020-02-25_1400,0:02:01.966935
2020-02-25_1500,0:02:02.285956
2020-02-25_1600,0:02:02.131757
2020-02-25_1700,0:02:02.081346
2020-02-25_1800,0:02:02.425467
2020-02-25_1900,0:02:02.160700
2020-02-25_2000,0:02:02.003149
2020-02-25_2100,0:02:02.082886
2020-02-25_2200,0:02:02.679003
2020-02-25_2300,0:02:01.996588
2020-02-26_0000,0:02:02.459295
2020-02-26_0100,0:02:01.975443
2020-02-26_0200,0:02:02.180709
2020-02-26_0300,0:02:02.291350
2020-02-26_0400,0:02:02.065044
2020-02-26_0500,0:02:01.805246
2020-02-26_0600,0:02:02.137710
2020-02-26_0700,0:02:01.886901
2020-02-26_0800,0:02:02.748570
2020-02-26_0900,0:02:02.367456
2020-02-26_1000,0:02:02.010333
2020-02-26_1100,0:02:02.766305
2020-02-26_1200,0:02:02.072126
2020-02-26_1300,0:02:02.081327
2020-02-26_1400,0:02:03.033110
2020-02-26_1500,0:02:03.210723
2020-02-26_1600,0:02:02.968561
2020-02-26_1700,0:02:03.549660
2020-02-26_1800,0:02:02.466903
2020-02-26_1900,0:02:02.030219
2020-02-26_2000,0:02:02.328964
2020-02-28_0200,0:02:02.603233
2020-02-28_0300,0:02:02.234652
2020-02-28_0400,0:02:02.065284
2020-02-28_0500,0:02:02.030338
2020-02-28_0600,0:02:02.266263
2020-02-28_0700,0:02:02.252950
2020-02-28_0800,0:02:02.369123
2020-02-28_0900,0:02:02.267243
2020-02-28_1000,0:02:02.127283
2020-02-28_1100,0:02:02.790846
2020-02-28_1200,0:02:01.898172
2020-02-28_1300,0:02:02.257943
2020-02-28_1400,0:02:02.018987
2020-02-28_1500,0:02:02.933676
2020-02-28_1600,0:02:02.383742
2020-02-28_1700,0:02:02.568251
2020-02-28_1800,0:02:02.348047
2020-02-28_2000,0:02:02.358646
2020-02-28_2100,0:02:01.820411
2020-02-28_2200,0:02:02.406153
2020-02-28_2300,0:02:02.431006
2020-02-29_0000,0:02:01.964806
2020-02-29_0100,0:02:02.374925
2020-02-29_0200,0:02:01.944201
2020-02-29_0300,0:02:01.893216
2020-02-29_0400,0:02:01.789347
2020-02-29_0500,0:02:01.994679
2020-02-29_0600,0:02:02.250616
2020-02-29_0700,0:02:01.917386
2020-02-29_0800,0:02:02.029797
2020-02-29_0900,0:02:02.218305
2020-02-29_1000,0:02:01.894276
2020-02-29_1100,0:02:02.208118
2020-02-29_1200,0:02:02.406544
2020-02-29_1300,0:02:02.490572
2020-02-29_1400,0:02:02.996743
2020-02-29_1500,0:02:02.035958
2020-02-29_1600,0:02:03.348889
2020-02-29_1700,0:02:02.362555
2020-02-29_1800,0:02:01.992537
2020-02-29_1900,0:02:02.968488
2020-02-29_2000,0:02:02.571776
2020-02-29_2100,0:02:02.781178
2020-02-29_2200,0:02:03.116821
2020-03-01_1200,0:02:02.766490
2020-03-01_1300,0:02:02.408973
2020-03-01_1400,0:02:02.362699
2020-03-01_1500,0:02:02.159039
2020-03-01_1600,0:02:02.428449
2020-03-01_1700,0:02:02.234868
2020-03-01_1800,0:02:03.036837
2020-03-01_1900,0:02:02.227608
2020-03-01_2000,0:02:02.121303
2020-03-01_2100,0:02:03.014832
2020-03-01_2200,0:02:02.341779
2020-03-01_2300,0:02:02.728978
2020-03-04_1300,0:02:02.166976
2020-03-04_1400,0:02:02.069086
2020-03-04_1500,0:02:01.965700
2020-03-04_1600,0:02:02.525194
2020-03-04_1700,0:02:02.905248
2020-03-04_1800,0:02:02.492755
2020-03-04_1900,0:02:02.349058
2020-03-04_2000,0:02:02.409176
2020-03-04_2100,0:02:01.976207
2020-03-05_0100,0:02:02.365338
2020-03-05_0200,0:02:02.017392
2020-03-05_0300,0:02:02.936971
2020-03-05_0400,0:02:02.567518
2020-03-05_0500,0:02:01.880102
2020-03-05_0600,0:02:02.247769
2020-03-05_0700,0:02:03.104128
2020-03-05_0800,0:02:02.218069
2020-03-05_0900,0:02:02.349419
2020-03-05_1000,0:02:02.434362
2020-03-05_1100,0:02:02.333857
2020-03-05_1200,0:02:02.485131
2020-03-05_1300,0:02:02.078697
2020-03-05_1400,0:02:02.216346
2020-03-05_1500,0:02:01.193253
2020-03-05_1600,0:02:02.906870
2020-03-05_1700,0:02:02.496108
2020-03-05_1800,0:02:02.402548
2020-03-05_1900,0:02:02.821857
2020-03-05_2000,0:02:03.128564
2020-03-05_2100,0:02:02.327742
2020-03-05_2200,0:02:02.520463
2020-03-05_2300,0:02:01.998084
2020-03-06_0000,0:02:02.739941
2020-03-06_1300,0:02:02.708085
2020-03-06_1400,0:02:02.453582
2020-03-06_1500,0:02:02.804136
2020-03-06_1600,0:02:01.845566
2020-03-06_1700,0:02:02.285967
2020-03-06_1800,0:02:02.623892
2020-03-06_1900,0:02:02.580856
2020-03-08_1500,0:02:02.124429
2020-03-08_1600,0:02:02.482575
2020-03-08_1700,0:02:02.165368
2020-03-08_1800,0:02:01.981691
2020-03-08_1900,0:02:02.701746
2020-03-08_2000,0:02:02.362833
2020-03-08_2100,0:02:02.361432
2020-03-08_2200,0:02:02.630607
2020-03-08_2300,0:02:03.345968
2020-03-09_0000,0:02:02.266711
2020-03-09_0100,0:02:02.750622
2020-03-09_0200,0:02:02.457846
2020-03-09_0300,0:02:02.823368
2020-03-09_0400,0:02:02.167720
2020-03-09_0500,0:02:02.043584
2020-03-09_0600,0:02:02.014683
2020-03-09_0700,0:02:02.887245
2020-03-09_0800,0:02:02.177608
2020-03-09_0900,0:02:01.982254
2020-03-09_1000,0:02:02.237966
2020-03-09_1100,0:02:02.494738
2020-03-09_1200,0:02:02.478271
2020-03-09_1300,0:02:02.901405
2020-03-09_1400,0:02:03.111492
2020-03-09_1500,0:02:02.676181
2020-03-09_1600,0:02:02.204982
2020-03-09_1700,0:02:02.439279
2020-03-09_1800,0:02:02.568634
2020-03-09_1900,0:02:02.194303
2020-03-09_2000,0:02:02.419796
2020-03-09_2100,0:02:02.483744
2020-03-09_2200,0:02:02.506207
2020-03-09_2300,0:02:02.447234
2020-03-10_0000,0:02:02.451943
2020-03-10_0100,0:02:02.065791
2020-03-10_0200,0:02:02.603395
2020-03-10_0300,0:02:02.574758
2020-03-10_0400,0:02:02.622353
2020-03-10_0500,0:02:01.863873
2020-03-10_0600,0:02:02.000864
2020-03-10_0700,0:02:02.538061
2020-03-10_0800,0:02:01.922179
2020-03-10_0900,0:02:01.826478
2020-03-10_1000,0:02:02.207072
2020-03-10_1100,0:02:02.280096
2020-03-10_1200,0:02:02.885843
2020-03-10_1300,0:02:02.388361
2020-03-10_1400,0:02:02.317259
2020-03-10_1500,0:02:02.083823
2020-03-10_1600,0:02:02.184862
2020-03-10_1700,0:02:02.671477
2020-03-10_1800,0:02:03.179010
2020-03-10_1900,0:02:02.086649
2020-03-10_2000,0:02:03.163459
2020-03-10_2100,0:02:02.111267
2020-03-10_2200,0:02:03.325593
2020-03-10_2300,0:02:02.953694
2020-03-11_1200,0:02:02.946575
2020-03-14_1300,0:02:03.059465
2020-03-14_1700,0:02:02.541508
2020-03-14_1800,0:02:02.715410
2020-03-14_1900,0:02:03.168151
2020-03-14_2000,0:02:02.743544
2020-03-14_2100,0:02:02.892026
2020-03-15_1500,0:02:02.537341
2020-03-15_1600,0:02:02.349859
2020-03-15_1700,0:02:02.276333
2020-03-15_1800,0:02:02.370771
2020-03-15_1900,0:02:03.279344
2020-03-15_2000,0:02:02.783008
2020-03-15_2100,0:02:02.266935
2020-03-15_2200,0:02:03.691470
2020-03-16_1300,0:02:03.011550
2020-03-16_1400,0:02:02.628094
2020-03-16_1500,0:02:02.499443
2020-03-16_1600,0:02:02.738442
2020-03-16_1700,0:02:02.274130
2020-03-16_1800,0:02:03.037724
2020-03-16_1900,0:02:02.283824
2020-03-16_2000,0:02:03.166857
2020-03-16_2100,0:02:03.010170
2020-03-16_2200,0:02:02.467099
2020-03-16_2300,0:02:03.013330
2020-03-17_0000,0:02:02.773807
2020-03-17_0100,0:02:02.714650
2020-03-17_0200,0:02:02.570844
2020-03-17_0300,0:02:03.084387
2020-03-17_0400,0:02:02.607430
2020-03-17_0500,0:02:02.381469
2020-03-17_0600,0:02:02.223950
2020-03-17_0700,0:02:02.687876
2020-03-17_0800,0:02:02.483571
2020-03-17_0900,0:02:03.858591
2020-03-17_1000,0:02:02.681027
2020-03-17_1100,0:02:02.344129
2020-03-17_1200,0:02:02.954342
2020-03-17_1300,0:02:03.058463
2020-03-17_1400,0:02:02.381799
2020-03-17_1600,0:02:02.260983
2020-03-17_1700,0:02:02.462123
2020-03-17_1800,0:02:02.534420
2020-03-17_1900,0:02:02.695786
2020-03-17_2100,0:02:02.845396
2020-03-17_2200,0:02:02.520900
2020-03-17_2300,0:02:02.385982
2020-03-18_0000,0:02:02.717533
2020-03-18_0100,0:02:02.766769
2020-03-18_0200,0:02:03.562911
2020-03-18_0300,0:02:02.513485
2020-03-18_0400,0:02:03.505699
2020-03-18_0500,0:02:02.366775
2020-03-18_0600,0:02:02.366673
2020-03-18_0700,0:02:02.543913
2020-03-18_0800,0:02:02.557863
2020-03-18_0900,0:02:03.165195
2020-03-18_1000,0:02:02.910411
2020-03-18_1100,0:02:02.515547
2020-03-18_1200,0:02:02.228264
2020-03-18_1300,0:02:02.886458
2020-03-18_1400,0:02:05.580284
2020-03-18_1500,0:02:03.656439
2020-03-18_1600,0:02:02.607529
2020-03-18_1700,0:02:02.327363
2020-03-18_1800,0:02:02.938556
2020-03-18_1900,0:02:02.664962
2020-03-18_2000,0:02:02.833766
2020-03-18_2100,0:02:03.914792
2020-03-18_2200,0:02:03.420788
2020-03-18_2300,0:02:03.452092
2020-03-19_0000,0:02:02.985202
2020-03-19_0100,0:02:02.340602
2020-03-19_0200,0:02:02.509688
2020-03-19_0300,0:02:03.516740
2020-03-19_0400,0:02:03.077205
2020-03-19_0500,0:02:02.263677
2020-03-19_0600,0:02:02.724764
2020-03-19_0700,0:02:02.041941
2020-03-19_0800,0:02:02.678985
2020-03-19_0900,0:02:17.851575
2020-03-19_1000,0:02:02.521605
2020-03-19_1100,0:02:02.225920
2020-03-19_1200,0:02:03.028072
2020-03-19_1300,0:02:03.087578
2020-03-19_1400,0:02:02.743169
2020-03-19_1500,0:02:03.502188
2020-03-19_1600,0:02:02.975518
2020-03-19_1700,0:02:02.782459
2020-03-19_1800,0:02:02.694562
2020-03-19_1900,0:02:02.656619
2020-03-19_2000,0:02:03.568097
2020-03-20_1200,0:02:02.936878
2020-03-20_1300,0:02:02.997739
2020-03-20_1400,0:02:03.362220
2020-03-20_1500,0:02:02.724689
2020-03-21_1400,0:02:03.073028
2020-03-21_1500,0:02:02.430879
2020-03-21_1600,0:02:02.810265
2020-03-21_1700,0:02:03.563939
2020-03-21_1800,0:02:02.698254
2020-03-21_1900,0:02:03.196137
2020-03-21_2000,0:02:04.269174
2020-03-22_1500,0:02:02.904867
2020-03-23_1400,0:02:03.575288
2020-03-23_1500,0:02:02.453501
2020-03-23_1600,0:02:02.607061
2020-03-24_1000,0:02:03.044160
2020-03-24_1100,0:02:02.612621
2020-03-24_1200,0:02:02.804763
2020-03-24_1300,0:02:02.290685
2020-03-24_1400,0:02:02.497569
2020-03-24_1500,0:02:02.206924
2020-03-24_1600,0:02:02.794678
2020-03-24_1700,0:02:02.726311
2020-03-24_1800,0:02:04.234011
2020-03-24_1900,0:02:02.941363
2020-03-24_2000,0:02:02.272296
2020-03-24_2100,0:02:02.738851
2020-03-25_0500,0:02:01.947792
2020-03-25_0600,0:02:03.890838
2020-03-26_1400,0:02:02.530664
2020-03-26_1500,0:02:02.881948
2020-03-26_1600,0:02:03.159378
2020-03-26_1700,0:02:02.817173
2020-03-26_1800,0:02:02.695495
2020-03-26_1900,0:02:02.644228
2020-03-26_2000,0:02:02.598714
2020-03-27_1100,0:02:03.106361
2020-03-27_1200,0:02:03.138853
2020-03-27_1300,0:02:02.912061
2020-03-27_1400,0:02:02.549885
2020-03-27_1500,0:02:03.340884
2020-03-27_1600,0:02:03.161461
2020-03-28_1200,0:02:02.864961
2020-03-28_1300,0:02:03.524470
2020-03-28_1400,0:02:03.122406
2020-03-28_1500,0:02:03.228588
2020-03-28_1600,0:02:03.648701
2020-03-28_1700,0:02:03.146617
2020-03-28_1800,0:02:03.935179
2020-03-28_1900,0:02:02.586908
2020-03-28_2000,0:02:03.635116
2020-03-29_1800,0:02:04.279913
2020-03-29_1900,0:02:03.121502
2020-03-29_2000,0:02:02.749648
2020-03-29_2100,0:02:03.144255
2020-03-29_2200,0:02:03.886772
2020-03-29_2300,0:02:02.829689
2020-03-30_0000,0:02:02.674943
2020-03-30_1400,0:02:03.053931
2020-03-30_1500,0:02:03.708083
2020-03-30_1600,0:02:03.684117
2020-04-01_1400,0:02:02.570364
2020-04-01_1500,0:02:22.153450
2020-04-01_1600,0:02:02.990391
2020-04-01_1700,0:02:02.891263
2020-04-01_1800,0:02:03.122239
2020-04-01_1900,0:02:02.499129
2020-04-01_2000,0:02:02.347843
2020-04-01_2100,0:02:02.926642
2020-04-01_2200,0:02:02.804107
2020-04-01_2300,0:02:02.353377
2020-04-02_0000,0:02:03.918850
2020-04-02_0100,0:02:04.737424
2020-04-02_0200,0:02:02.638088
2020-04-02_0300,0:02:02.695743
2020-04-02_0400,0:02:03.469392
2020-04-02_0500,0:02:02.267259
2020-04-02_0600,0:02:02.065155
2020-04-02_0700,0:02:04.388926
2020-04-02_0800,0:02:02.789006
2020-04-02_0900,0:02:02.768427
2020-04-02_1000,0:02:03.275196
2020-04-02_1100,0:02:02.445042
2020-04-02_1200,0:02:03.017391
2020-04-02_1300,0:02:03.305926
2020-04-02_1400,0:02:03.411953
2020-04-02_1500,0:02:03.423526
2020-04-02_1600,0:02:02.877503
2020-04-02_1700,0:02:03.563366
2020-04-02_1800,0:02:03.459304
2020-04-02_1900,0:02:03.429339
2020-04-02_2000,0:02:03.223915
2020-04-02_2100,0:02:02.913737
2020-04-02_2200,0:02:02.372397
2020-04-02_2300,0:02:02.353786
2020-04-03_0000,0:02:02.609099
2020-04-03_0100,0:02:02.268032
2020-04-03_0200,0:02:02.958570
2020-04-03_0300,0:02:02.285928
2020-04-03_0400,0:02:02.638301
2020-04-03_0500,0:02:02.738732
2020-04-03_0600,0:02:02.173513
2020-04-03_0700,0:02:02.074508
2020-04-03_0800,0:02:02.242347
2020-04-03_0900,0:02:02.495616
2020-04-03_1000,0:02:02.334508
2020-04-03_1100,0:02:02.331497
2020-04-03_1200,0:02:02.767636
2020-04-03_1300,0:02:02.635341
2020-04-03_1400,0:02:02.676666
2020-04-03_1500,0:02:02.748532
2020-04-03_1600,0:02:02.391270
2020-04-03_1700,0:02:02.485408
2020-04-03_1800,0:02:02.786871
2020-04-03_1900,0:02:02.569661
2020-04-03_2000,0:02:02.575396
2020-04-03_2100,0:02:02.832507
2020-04-03_2200,0:02:02.439071
2020-04-03_2300,0:02:02.956086
2020-04-04_0000,0:02:02.455780
2020-04-04_0100,0:02:03.068921
2020-04-04_0200,0:02:02.574987
2020-04-04_0300,0:02:02.534061
2020-04-04_0400,0:02:02.429990
2020-04-04_0500,0:02:02.089327
2020-04-04_0600,0:02:02.533338
2020-04-04_0700,0:02:02.799527
2020-04-04_0800,0:02:03.149865
2020-04-04_0900,0:02:02.225949
2020-04-04_1000,0:02:02.402431
2020-04-04_1100,0:02:02.405301
2020-04-04_1200,0:02:02.413550
2020-04-04_1300,0:02:13.735101
2020-04-04_1400,0:02:02.730533
2020-04-04_1500,0:02:02.576453
2020-04-05_1300,0:02:03.044134
2020-04-05_1400,0:02:02.564648
2020-04-05_1500,0:02:03.377524
2020-04-05_1600,0:02:03.008227
2020-04-05_1700,0:02:03.521295
2020-04-05_1800,0:02:02.886897
2020-04-05_1900,0:02:03.792303
2020-04-05_2000,0:02:02.846605
2020-04-05_2100,0:02:03.245348
2020-04-05_2200,0:02:03.364408
2020-04-05_2300,0:02:02.583631
2020-04-06_0000,0:02:04.583890
2020-04-06_0100,0:02:03.537396
2020-04-06_0200,0:02:03.212947
2020-04-06_0300,0:02:02.835563
2020-04-06_0400,0:02:03.174059
2020-04-06_0500,0:02:02.940020
2020-04-06_0600,0:02:02.274067
2020-04-06_0700,0:02:02.163581
2020-04-06_0800,0:02:02.376162
2020-04-06_0900,0:02:03.312778
2020-04-06_1000,0:02:03.199515
2020-04-06_1100,0:02:02.648639
2020-04-06_1200,0:02:02.737056
2020-04-06_1300,0:02:02.795867
2020-04-06_1400,0:02:10.462096
2020-04-06_1500,0:02:02.580448
2020-04-06_1600,0:02:03.080445
2020-04-06_1700,0:02:03.599382
2020-04-06_1800,0:02:03.444524
2020-04-06_1900,0:02:02.800911
2020-04-08_1200,0:02:03.841763
2020-04-08_1300,0:02:03.602502
2020-04-08_1400,0:02:03.167840
2020-04-08_1500,0:02:02.535825
2020-04-08_1600,0:02:03.309605
2020-04-08_1700,0:02:02.569149
2020-04-08_1800,0:02:02.537967
2020-04-08_1900,0:02:03.065447
2020-04-09_0600,0:02:03.251335
2020-04-09_0700,0:02:02.126984
2020-04-09_0800,0:02:02.876739
2020-04-09_0900,0:02:03.678601
2020-04-09_1000,0:02:03.155518
2020-04-09_1100,0:02:02.882466
2020-04-09_1200,0:02:02.640093
2020-04-09_1300,0:02:02.606174
2020-04-09_1400,0:02:02.397383
2020-04-09_1500,0:02:02.815616
2020-04-09_1600,0:02:02.655304
2020-04-09_1700,0:02:02.983390
2020-04-09_1800,0:02:02.923250
2020-04-11_0900,0:02:02.622037
2020-04-11_1000,0:02:02.745770
2020-04-11_1100,0:02:04.290067
2020-04-11_1200,0:02:03.432611
2020-04-11_1300,0:02:03.340257
2020-04-11_1400,0:02:02.756832
2020-04-11_1500,0:02:02.952519
2020-04-11_1600,0:02:02.582663
2020-04-11_1700,0:02:02.229591
2020-04-11_1800,0:02:02.399594
2020-04-14_0300,0:02:02.355028
2020-04-14_0400,0:02:02.305095
2020-04-14_0500,0:02:02.314764
2020-04-14_0600,0:02:02.403472
2020-04-14_0700,0:02:02.349579
2020-04-14_0800,0:02:02.681937
2020-04-14_0900,0:02:02.396145
2020-04-14_1000,0:02:02.667426
2020-04-14_1100,0:02:03.480639
2020-04-14_1200,0:02:02.627428
2020-04-14_1300,0:02:02.604356
2020-04-14_1400,0:02:02.280377
2020-04-14_1500,0:02:03.199803
2020-04-14_1600,0:02:02.660362
2020-04-14_1700,0:02:02.276251
2020-04-14_1800,0:02:02.693214
2020-04-14_1900,0:02:02.103159
2020-04-14_2000,0:02:03.842154
2020-04-14_2100,0:02:02.824723
2020-04-15_0900,0:02:03.392175
2020-04-15_1000,0:02:02.246693
2020-04-15_1100,0:02:02.634046
2020-04-15_1200,0:02:03.748105
2020-04-15_1300,0:02:02.377729
2020-04-15_1400,0:02:02.784904
2020-04-15_1500,0:02:02.317481
2020-04-15_1600,0:02:03.121189
2020-04-15_1700,0:02:03.526943
2020-04-15_1800,0:02:04.796828
2020-04-15_1900,0:02:02.133241
2020-04-15_2000,0:02:02.455860
2020-04-15_2100,0:02:02.772186
2020-04-16_0000,0:02:02.232745
2020-04-16_0100,0:02:02.930009
2020-04-16_0200,0:02:02.883910
2020-04-16_0300,0:02:02.512085
2020-04-16_0400,0:02:03.382573
2020-04-16_0500,0:02:02.913576
2020-04-16_0600,0:02:01.933110
2020-04-16_0700,0:02:02.017926
2020-04-16_0800,0:02:02.998942
2020-04-16_0900,0:02:02.841011
2020-04-16_1000,0:02:03.521937
2020-04-16_1100,0:02:02.201560
2020-04-16_1200,0:02:03.096839
2020-04-16_1300,0:02:02.758235
2020-04-16_1400,0:02:03.926952
2020-04-16_1500,0:02:03.817780
2020-04-16_1600,0:02:03.524050
2020-04-16_1700,0:02:03.446058
2020-04-16_1800,0:02:03.522551
2020-04-18_0200,0:02:02.650206
2020-04-18_0300,0:02:02.720164
2020-04-18_0400,0:02:03.294408
2020-04-18_0500,0:02:02.127230
2020-04-18_0600,0:02:02.354151
2020-04-18_0700,0:02:02.095069
2020-04-18_0800,0:02:02.379941
2020-04-18_0900,0:02:02.488000
2020-04-18_1000,0:02:08.296372
2020-04-18_1100,0:02:02.801089
2020-04-18_1200,0:02:02.681374
2020-04-18_1300,0:02:03.046342
2020-04-18_1400,0:02:02.464836
2020-04-18_1500,0:02:02.864377
2020-04-18_1600,0:02:02.831550
2020-04-18_1700,0:02:02.650667
2020-04-18_1800,0:02:02.340898
2020-04-18_1900,0:02:03.064294
2020-04-19_0100,0:02:02.770449
2020-04-19_0200,0:02:03.737083
2020-04-19_0300,0:02:02.292702
2020-04-19_0400,0:02:02.131171
2020-04-19_0500,0:02:02.569738
2020-04-19_0600,0:02:02.555607
2020-04-19_0700,0:02:02.767356
2020-04-19_0800,0:02:02.548450
2020-04-19_0900,0:02:03.302774
2020-04-19_1000,0:02:03.212803
2020-04-19_1100,0:02:02.599170
2020-04-19_1200,0:02:03.403275
